"Index","SYMBOL"
"6836","FCN1"
"6837","PPP1R26"
"6838","C9orf116"
"6839","MRPS2"
"6840","CAMSAP1"
"6841","RP11-432J22.2"
"6842","UBAC1"
"6843","NACC2"
"6844","RP11-83N9.5"
"6845","C9orf69"
"6846","QSOX2"
"6847","DNLZ"
"6848","CARD9"
"6849","SNAPC4"
"6850","SDCCAG3"
"6851","PMPCA"
"6852","INPP5E"
"6853","SEC16A"
"6854","NOTCH1"
"6855","EGFL7"
"6856","AGPAT2"
"6857","SNHG7"
"6858","TMEM141"
"6859","CCDC183"
"6860","RABL6"
"6861","PHPT1"
"6862","MAMDC4"
"6863","EDF1"
"6864","TRAF2"
"6865","FBXW5"
"6866","PTGDS"
"6867","C9orf142"
"6868","CLIC3"
"6869","ABCA2"
"6870","C9orf139"
"6871","FUT7"
"6872","NPDC1"
"6873","UAP1L1"
"6874","MAN1B1"
"6875","DPP7"
"6876","LRRC26"
"6877","ANAPC2"
"6878","SSNA1"
"6879","TPRN"
"6880","TMEM203"
"6881","NDOR1"
"6882","TUBB4B"
"6883","NELFB"
"6884","TOR4A"
"6885","EXD3"
"6886","NOXA1"
"6887","NSMF"
"6888","MRPL41"
"6889","DPH7"
"6890","ZMYND19"
"6891","ARRDC1"
"6892","C9orf37"
"6893","EHMT1"
"6894","ZMYND11"
"6895","LARP4B"
"6896","GTPBP4"
"6897","IDI1"
"6898","WDR37"
"6899","PFKP"
"6900","PITRM1"
"6901","KLF6"
"6902","AKR1C1"
"6903","AKR1C2"
"6904","AKR1C3"
"6905","NET1"
"6906","ASB13"
"6907","FAM208B"
"6908","GDI2"
"6909","RP11-318E3.9"
"6910","ANKRD16"
"6911","FBXO18"
"6912","RP11-536K7.3"
"6913","IL15RA"
"6914","IL2RA"
"6915","RBM17"
"6916","PFKFB3"
"6917","PRKCQ"
"6918","PRKCQ-AS1"
"6919","SFMBT2"
"6920","KIN"
"6921","ATP5C1"
"6922","TAF3"
"6923","GATA3-AS1"
"6924","GATA3"
"6925","CELF2"
"6926","USP6NL"
"6927","ECHDC3"
"6928","UPF2"
"6929","DHTKD1"
"6930","SEC61A2"
"6931","NUDT5"
"6932","CDC123"
"6933","CAMK1D"
"6934","OPTN"
"6935","PHYH"
"6936","SEPHS1"
"6937","PRPF18"
"6938","RP11-295P9.3"
"6939","FAM107B"
"6940","HSPA14"
"6941","RP11-398C13.6"
"6942","SUV39H2"
"6943","DCLRE1C"
"6944","MEIG1"
"6945","C10orf111"
"6946","RPP38"
"6947","NMT2"
"6948","FAM171A1"
"6949","FAM188A"
"6950","PTER"
"6951","RSU1"
"6952","CUBN"
"6953","RP11-406H21.2"
"6954","TRDMT1"
"6955","VIM-AS1"
"6956","VIM"
"6957","RP11-124N14.3"
"6958","PTPLA"
"6959","RP11-390B4.5"
"6960","STAM"
"6961","RP11-499P20.2"
"6962","NSUN6"
"6963","ARL5B-AS1"
"6964","ARL5B"
"6965","RP11-354E11.2"
"6966","PLXDC2"
"6967","MLLT10"
"6968","DNAJC1"
"6969","COMMD3"
"6970","BMI1"
"6971","PIP4K2A"
"6972","MSRB2"
"6973","OTUD1"
"6974","ARHGAP21"
"6975","PRTFDC1"
"6976","RP11-165A20.3"
"6977","ENKUR"
"6978","THNSL1"
"6979","APBB1IP"
"6980","PDSS1"
"6981","ABI1"
"6982","ANKRD26"
"6983","YME1L1"
"6984","MASTL"
"6985","ACBD5"
"6986","RAB18"
"6987","MPP7"
"6988","WAC-AS1"
"6989","WAC"
"6990","BAMBI"
"6991","PTCHD3P1"
"6992","SVIL"
"6993","MTPAP"
"6994","MAP3K8"
"6995","ZNF438"
"6996","ZEB1"
"6997","ARHGAP12"
"6998","KIF5B"
"6999","EPC1"
"7000","CCDC7"
"7001","C10ORF68"
"7002","RP11-479G22.8"
"7003","ITGB1"
"7004","RP11-462L8.1"
"7005","NRP1"
"7006","CUL2"
"7007","CREM"
"7008","CCNY"
"7009","RP11-324I22.4"
"7010","NAMPTL"
"7011","ZNF248"
"7012","RP11-162G10.5"
"7013","ZNF25"
"7014","ZNF33A"
"7015","ZNF37A"
"7016","ZNF33B"
"7017","BMS1"
"7018","RP11-351D16.3"
"7019","CSGALNACT2"
"7020","RASGEF1A"
"7021","HNRNPF"
"7022","RP11-517P14.2"
"7023","ZNF487"
"7024","ZNF239"
"7025","ZNF485"
"7026","ZNF32"
"7027","RASSF4"
"7028","C10orf25"
"7029","ZNF22"
"7030","ALOX5"
"7031","MARCH8"
"7032","ZFAND4"
"7033","FAM21C"
"7034","FAM21B"
"7035","GDF10"
"7036","MAPK8"
"7037","ARHGAP22"
"7038","WDFY4"
"7039","VSTM4"
"7040","C10orf128"
"7041","ERCC6"
"7042","PARG"
"7043","NCOA4"
"7044","TIMM23"
"7045","LINC00843"
"7046","AGAP6"
"7047","FAM21A"
"7048","SGMS1"
"7049","RP11-50E11.3"
"7050","ASAH2B"
"7051","CSTF2T"
"7052","ZWINT"
"7053","IPMK"
"7054","CISD1"
"7055","UBE2D1"
"7056","TFAM"
"7057","CCDC6"
"7058","ANK3"
"7059","RP11-131N11.4"
"7060","CDK1"
"7061","ARID5B"
"7062","RTKN2"
"7063","ZNF365"
"7064","ADO"
"7065","EGR2"
"7066","NRBF2"
"7067","JMJD1C"
"7068","JMJD1C-AS1"
"7069","REEP3"
"7070","DNAJC12"
"7071","SIRT1"
"7072","HERC4"
"7073","PBLD"
"7074","HNRNPH3"
"7075","RUFY2"
"7076","SLC25A16"
"7077","TET1"
"7078","CCAR1"
"7079","STOX1"
"7080","DDX50"
"7081","DDX21"
"7082","KIAA1279"
"7083","SRGN"
"7084","VPS26A"
"7085","SUPV3L1"
"7086","HKDC1"
"7087","HK1"
"7088","TACR2"
"7089","TSPAN15"
"7090","C10orf35"
"7091","H2AFY2"
"7092","AIFM2"
"7093","TYSND1"
"7094","SAR1A"
"7095","PPA1"
"7096","LRRC20"
"7097","EIF4EBP2"
"7098","AC022532.1"
"7099","PRF1"
"7100","SGPL1"
"7101","PCBD1"
"7102","SLC29A3"
"7103","CDH23"
"7104","C10orf54"
"7105","PSAP"
"7106","RP11-472G21.2"
"7107","SPOCK2"
"7108","ASCC1"
"7109","ANAPC16"
"7110","DDIT4"
"7111","RP11-442H21.2"
"7112","DNAJB12"
"7113","MICU1"
"7114","MCU"
"7115","P4HA1"
"7116","NUDT13"
"7117","ECD"
"7118","FAM149B1"
"7119","DNAJC9"
"7120","MRPS16"
"7121","DNAJC9-AS1"
"7122","RP11-152N13.5"
"7123","ANXA7"
"7124","PPP3CB"
"7125","USP54"
"7126","RP11-464F9.20"
"7127","AGAP5"
"7128","SEC24C"
"7129","AC022400.2"
"7130","FUT11"
"7131","CHCHD1"
"7132","ZSWIM8"
"7133","NDST2"
"7134","CAMK2G"
"7135","PLAU"
"7136","VCL"
"7137","RP11-178G16.4"
"7138","AP3M1"
"7139","ADK"
"7140","KAT6B"
"7141","SAMD8"
"7142","VDAC2"
"7143","COMTD1"
"7144","ZNF503"
"7145","C10orf11"
"7146","KCNMA1"
"7147","DLG5"
"7148","POLR3A"
"7149","RPS24"
"7150","LINC00595"
"7151","ZMIZ1-AS1"
"7152","ZMIZ1"
"7153","PPIF"
"7154","ZCCHC24"
"7155","EIF5AL1"
"7156","RP11-506M13.3"
"7157","RP11-119F19.2"
"7158","RP11-773D16.1"
"7159","RP11-182L21.6"
"7160","SFTPD"
"7161","TMEM254"
"7162","ANXA11"
"7163","FAM213A"
"7164","TSPAN14"
"7165","RP11-137H2.4"
"7166","RP11-338I21.1"
"7167","GHITM"
"7168","CCSER2"
"7169","WAPAL"
"7170","RP11-77P6.2"
"7171","BMPR1A"
"7172","ADIRF"
"7173","GLUD1"
"7174","FAM35A"
"7175","NUTM2A-AS1"
"7176","LINC00863"
"7177","MINPP1"
"7178","PAPSS2"
"7179","ATAD1"
"7180","PTEN"
"7181","RNLS"
"7182","LIPN"
"7183","ANKRD22"
"7184","STAMBPL1"
"7185","ACTA2"
"7186","FAS"
"7187","LIPA"
"7188","IFIT2"
"7189","IFIT3"
"7190","IFIT1B"
"7191","IFIT1"
"7192","IFIT5"
"7193","KIF20B"
"7194","LINC00865"
"7195","HTR7"
"7196","RPP30"
"7197","PCGF5"
"7198","HECTD2"
"7199","TNKS2-AS1"
"7200","TNKS2"
"7201","FGFBP3"
"7202","RP11-402D21.2"
"7203","BTAF1"
"7204","CPEB3"
"7205","MARCH5"
"7206","IDE"
"7207","KIF11"
"7208","HHEX"
"7209","EXOC6"
"7210","MYOF"
"7211","RBP4"
"7212","FRA10AC1"
"7213","SLC35G1"
"7214","PLCE1"
"7215","NOC3L"
"7216","TBC1D12"
"7217","HELLS"
"7218","PDLIM1"
"7219","ALDH18A1"
"7220","TCTN3"
"7221","ENTPD1"
"7222","ENTPD1-AS1"
"7223","CCNJ"
"7224","BLNK"
"7225","TM9SF3"
"7226","PIK3AP1"
"7227","LCOR"
"7228","C10orf12"
"7229","RP11-175O19.4"
"7230","ARHGAP19"
"7231","FRAT1"
"7232","FRAT2"
"7233","RRP12"
"7234","PGAM1"
"7235","EXOSC1"
"7236","ZDHHC16"
"7237","MMS19"
"7238","UBTD1"
"7239","PI4K2A"
"7240","MORN4"
"7241","AVPI1"
"7242","MARVELD1"
"7243","ZFYVE27"
"7244","GOLGA7B"
"7245","R3HCC1L"
"7246","PYROXD2"
"7247","HPS1"
"7248","GOT1"
"7249","RP11-441O15.3"
"7250","SLC25A28"
"7251","RP11-85A1.3"
"7252","ENTPD7"
"7253","CUTC"
"7254","COX15"
"7255","DNMBP"
"7256","ERLIN1"
"7257","CHUK"
"7258","CWF19L1"
"7259","BLOC1S2"
"7260","PKD2L1"
"7261","SCD"
"7262","SEC31B"
"7263","NDUFB8.1"
"7264","HIF1AN"
"7265","RP11-179B2.2"
"7266","FAM178A"
"7267","MRPL43"
"7268","C10orf2"
"7269","LZTS2"
"7270","SFXN3"
"7271","BTRC"
"7272","DPCD"
"7273","POLL"
"7274","FBXW4"
"7275","NPM3"
"7276","MGEA5"
"7277","C10orf76"
"7278","HPS6"
"7279","LDB1"
"7280","PPRC1"
"7281","NOLC1"
"7282","GBF1"
"7283","NFKB2"
"7284","FBXL15"
"7285","CUEDC2"
"7286","C10orf95"
"7287","TMEM180"
"7288","ACTR1A"
"7289","SUFU"
"7290","RP11-47A8.5"
"7291","TRIM8"
"7292","ARL3"
"7293","SFXN2"
"7294","WBP1L"
"7295","CYP17A1-AS1"
"7296","C10orf32"
"7297","CNNM2"
"7298","NT5C2"
"7299","RPEL1"
"7300","PCGF6"
"7301","TAF5"
"7302","USMG5"
"7303","PDCD11"
"7304","CALHM2"
"7305","NEURL1"
"7306","SH3PXD2A"
"7307","OBFC1"
"7308","SLK"
"7309","SFR1"
"7310","GSTO1"
"7311","GSTO2"
"7312","ITPRIP"
"7313","XPNPEP1"
"7314","ADD3"
"7315","MXI1"
"7316","SMNDC1"
"7317","DUSP5"
"7318","SMC3"
"7319","PDCD4-AS1"
"7320","PDCD4"
"7321","BBIP1"
"7322","RP11-348N5.7"
"7323","SHOC2"
"7324","GPAM"
"7325","ACSL5"
"7326","ZDHHC6"
"7327","VTI1A"
"7328","TCF7L2"
"7329","CASP7"
"7330","DCLRE1A"
"7331","NHLRC2"
"7332","C10orf118"
"7333","ABLIM1"
"7334","FAM160B1"
"7335","TRUB1"
"7336","KIAA1598"
"7337","SLC18A2"
"7338","PDZD8"
"7339","RAB11FIP2"
"7340","FAM204A"
"7341","CACUL1"
"7342","NANOS1"
"7343","EIF3A"
"7344","FAM45A"
"7345","SFXN4"
"7346","PRDX3"
"7347","GRK5"
"7348","RGS10"
"7349","TIAL1"
"7350","BAG3"
"7351","INPP5F"
"7352","MCMBP"
"7353","SEC23IP"
"7354","WDR11-AS1"
"7355","WDR11"
"7356","ATE1"
"7357","ATE1-AS1"
"7358","NSMCE4A"
"7359","PLEKHA1"
"7360","HTRA1"
"7361","FAM24B"
"7362","C10orf88"
"7363","PSTK"
"7364","IKZF5"
"7365","ACADSB"
"7366","BUB3"
"7367","CHST15"
"7368","OAT"
"7369","LHPP"
"7370","FAM53B"
"7371","METTL10"
"7372","FAM175B"
"7373","ZRANB1"
"7374","RP11-298J20.3"
"7375","CTBP2"
"7376","RP11-383C5.3"
"7377","RP11-383C5.4"
"7378","EDRF1"
"7379","UROS"
"7380","BCCIP"
"7381","DHX32"
"7382","FANK1"
"7383","PTPRE"
"7384","MKI67"
"7385","MGMT"
"7386","LINC00959"
"7387","GLRX3"
"7388","PPP2R2D"
"7389","BNIP3"
"7390","STK32C"
"7391","LRRC27"
"7392","PWWP2B"
"7393","C10orf91"
"7394","INPP5A"
"7395","UTF1"
"7396","VENTX"
"7397","ADAM8"
"7398","TUBGCP2"
"7399","ZNF511"
"7400","FUOM"
"7401","ECHS1"
"7402","PAOX"
"7403","MTG1"
"7404","SYCE1"
"7405","BET1L"
"7406","SCGB1C1"
"7407","RIC8A"
"7408","SIRT3"
"7409","PSMD13"
"7410","ATHL1"
"7411","IFITM2"
"7412","IFITM1"
"7413","RP11-326C3.11"
"7414","IFITM3"
"7415","RP11-326C3.12"
"7416","SIGIRR"
"7417","ANO9"
"7418","PTDSS2"
"7419","RNH1"
"7420","HRAS"
"7421","C11orf35"
"7422","RASSF7"
"7423","MIR210HG"
"7424","PHRF1"
"7425","IRF7"
"7426","SCT"
"7427","DEAF1"
"7428","EPS8L2"
"7429","TMEM80"
"7430","TALDO1"
"7431","PDDC1"
"7432","AP006621.5"
"7433","SLC25A22"
"7434","PIDD"
"7435","RPLP2"
"7436","PNPLA2"
"7437","EFCAB4A"
"7438","CD151"
"7439","POLR2L"
"7440","TSPAN4"
"7441","RP11-1391J7.1"
"7442","CHID1"
"7443","AP2A2"
"7444","TOLLIP"
"7445","TOLLIP-AS1"
"7446","MOB2"
"7447","DUSP8"
"7448","IFITM10"
"7449","CTSD"
"7450","TNNI2"
"7451","LSP1"
"7452","MRPL23"
"7453","ASCL2"
"7454","C11orf21"
"7455","TSPAN32"
"7456","CD81"
"7457","TSSC4"
"7458","KCNQ1OT1"
"7459","CDKN1C"
"7460","SLC22A18AS"
"7461","SLC22A18"
"7462","PHLDA2"
"7463","NAP1L4"
"7464","CARS"
"7465","OSBPL5"
"7466","ZNF195"
"7467","CHRNA10"
"7468","NUP98"
"7469","PGAP2"
"7470","RHOG"
"7471","AC090587.5"
"7472","STIM1"
"7473","RRM1"
"7474","TRIM21"
"7475","TRIM68"
"7476","HBB"
"7477","HBD"
"7478","HBG1"
"7479","HBG2"
"7480","TRIM5"
"7481","TRIM22"
"7482","FAM160A2"
"7483","PRKCDBP"
"7484","SMPD1"
"7485","APBB1"
"7486","TRIM3"
"7487","ARFIP2"
"7488","TIMM10B"
"7489","RRP8"
"7490","ILK"
"7491","TAF10"
"7492","TPP1"
"7493","MRPL17"
"7494","CTD-2516F10.2"
"7495","PPFIBP2"
"7496","CYB5R2"
"7497","EIF3F"
"7498","RIC3"
"7499","TRIM66"
"7500","RPL27A"
"7501","AKIP1"
"7502","TMEM9B"
"7503","NRIP3"
"7504","DENND5A"
"7505","TMEM41B"
"7506","IPO7"
"7507","CTD-2371O3.2"
"7508","AC132192.1"
"7509","ZNF143"
"7510","WEE1"
"7511","SWAP70"
"7512","SBF2-AS1"
"7513","SBF2"
"7514","ADM"
"7515","AMPD3"
"7516","RNF141"
"7517","CTR9"
"7518","EIF4G2"
"7519","ZBED5"
"7520","ZBED5-AS1"
"7521","CSNK2A3"
"7522","USP47"
"7523","DKK3"
"7524","MICAL2"
"7525","ARNTL"
"7526","BTBD10"
"7527","FAR1"
"7528","RRAS2"
"7529","COPB1"
"7530","PSMA1"
"7531","PDE3B"
"7532","CYP2R1"
"7533","CALCB"
"7534","C11orf58"
"7535","RPS13"
"7536","PIK3C2A"
"7537","NUCB2"
"7538","NCR3LG1"
"7539","RP1-239B22.5"
"7540","SERGEF"
"7541","SAAL1"
"7542","HPS5"
"7543","GTF2H1"
"7544","LDHA"
"7545","LDHC"
"7546","TSG101"
"7547","UEVLD"
"7548","SPTY2D1"
"7549","TMEM86A"
"7550","IGSF22"
"7551","ZDHHC13"
"7552","HTATIP2"
"7553","PRMT3"
"7554","FANCF"
"7555","SVIP"
"7556","CCDC34"
"7557","LIN7C"
"7558","KIF18A"
"7559","METTL15"
"7560","ARL14EP"
"7561","DNAJC24"
"7562","IMMP1L"
"7563","ELP4"
"7564","RCN1"
"7565","EIF3M"
"7566","PRRG4"
"7567","QSER1"
"7568","DEPDC7"
"7569","TCP11L1"
"7570","CSTF3"
"7571","HIPK3"
"7572","CD59"
"7573","FBXO3"
"7574","LMO2"
"7575","CAPRIN1"
"7576","NAT10"
"7577","ABTB2"
"7578","CAT"
"7579","EHF"
"7580","APIP"
"7581","PDHX"
"7582","CD44"
"7583","SLC1A2"
"7584","TRIM44"
"7585","LDLRAD3"
"7586","LINC00610"
"7587","COMMD9"
"7588","PRR5L"
"7589","TRAF6"
"7590","RAG1"
"7591","C11orf74"
"7592","API5"
"7593","TTC17"
"7594","HSD17B12"
"7595","ALKBH3"
"7596","ACCS"
"7597","EXT2"
"7598","CD82"
"7599","TSPAN18"
"7600","TP53I11"
"7601","RP11-430H10.1"
"7602","CTD-2210P24.4"
"7603","SLC35C1"
"7604","CRY2"
"7605","PEX16"
"7606","GYLTL1B"
"7607","PHF21A"
"7608","DGKZ"
"7609","MDK"
"7610","AMBRA1"
"7611","HARBI1"
"7612","ATG13"
"7613","ARHGAP1"
"7614","ZNF408"
"7615","CKAP5"
"7616","C11orf49"
"7617","ARFGAP2"
"7618","DDB2"
"7619","ACP2"
"7620","NR1H3"
"7621","MADD"
"7622","MYBPC3"
"7623","SPI1"
"7624","SLC39A13"
"7625","PSMC3"
"7626","CELF1"
"7627","NDUFS3"
"7628","PTPMT1"
"7629","KBTBD4"
"7630","MTCH2"
"7631","FNBP4"
"7632","NUP160"
"7633","PTPRJ"
"7634","TNKS1BP1"
"7635","SSRP1"
"7636","SLC43A3"
"7637","SLC43A1"
"7638","TIMM10"
"7639","UBE2L6"
"7640","SERPING1"
"7641","YPEL4"
"7642","CLP1"
"7643","ZDHHC5"
"7644","MED19"
"7645","TMX2"
"7646","C11orf31"
"7647","CTNND1"
"7648","LPXN"
"7649","ZFP91"
"7650","FAM111B"
"7651","AP001258.4"
"7652","FAM111A"
"7653","DTX4"
"7654","MPEG1"
"7655","OSBP"
"7656","PATL1"
"7657","STX3"
"7658","MRPL16"
"7659","MS4A6A"
"7660","MS4A4A"
"7661","MS4A7"
"7662","MS4A14"
"7663","MS4A1"
"7664","CCDC86"
"7665","PTGDR2"
"7666","PRPF19"
"7667","TMEM109"
"7668","SLC15A3"
"7669","CD6"
"7670","CD5"
"7671","VPS37C"
"7672","DDB1"
"7673","DAK"
"7674","CYB561A3"
"7675","TMEM138"
"7676","TMEM216"
"7677","CPSF7"
"7678","SDHAF2"
"7679","PPP1R32"
"7680","DAGLA"
"7681","TMEM258"
"7682","FEN1"
"7683","FADS2"
"7684","FADS1"
"7685","FADS3"
"7686","BEST1"
"7687","FTH1"
"7688","AP003733.1"
"7689","RP11-810P12.5"
"7690","INCENP"
"7691","ASRGL1"
"7692","AHNAK"
"7693","EEF1G"
"7694","TUT1"
"7695","MTA2"
"7696","EML3"
"7697","ROM1"
"7698","B3GAT3"
"7699","GANAB"
"7700","INTS5"
"7701","C11orf48"
"7702","METTL12"
"7703","C11orf83"
"7704","UBXN1"
"7705","BSCL2"
"7706","HNRNPUL2"
"7707","TTC9C"
"7708","ZBTB3"
"7709","POLR2G"
"7710","RP11-727F15.11"
"7711","TAF6L"
"7712","TMEM223"
"7713","RP11-727F15.12"
"7714","TMEM179B"
"7715","NXF1"
"7716","STX5"
"7717","RP11-727F15.9"
"7718","WDR74"
"7719","SLC3A2"
"7720","RARRES3"
"7721","PLA2G16"
"7722","ATL3"
"7723","RTN3"
"7724","C11orf95"
"7725","C11orf84"
"7726","MARK2"
"7727","NAA40"
"7728","COX8A"
"7729","OTUB1"
"7730","MACROD1"
"7731","STIP1"
"7732","FERMT3"
"7733","TRPT1"
"7734","NUDT22"
"7735","DNAJC4"
"7736","VEGFB"
"7737","FKBP2"
"7738","PPP1R14B"
"7739","RP11-783K16.5"
"7740","PLCB3"
"7741","BAD"
"7742","GPR137"
"7743","ESRRA"
"7744","TRMT112"
"7745","PRDX5"
"7746","AP003774.1"
"7747","CCDC88B"
"7748","RPS6KA4"
"7749","RASGRP2"
"7750","PYGM"
"7751","SF1"
"7752","AP001462.6"
"7753","RP11-869B15.1"
"7754","MAP4K2"
"7755","MEN1"
"7756","EHD1"
"7757","ATG2A"
"7758","PPP2R5B"
"7759","BATF2"
"7760","ARL2"
"7761","SNX15"
"7762","SAC3D1"
"7763","NAALADL1"
"7764","ZFPL1"
"7765","VPS51"
"7766","TM7SF2"
"7767","ZNHIT2"
"7768","FAU"
"7769","SYVN1"
"7770","MRPL49"
"7771","CAPN1"
"7772","POLA2"
"7773","CDC42EP2"
"7774","DPF2"
"7775","TIGD3"
"7776","SLC25A45"
"7777","FRMD8"
"7778","NEAT1"
"7779","AP000769.1"
"7780","MALAT1"
"7781","AP000769.7"
"7782","SCYL1"
"7783","LTBP3"
"7784","SSSCA1-AS1"
"7785","SSSCA1"
"7786","FAM89B"
"7787","EHBP1L1"
"7788","MAP3K11"
"7789","PCNXL3"
"7790","SIPA1"
"7791","RELA"
"7792","KAT5"
"7793","RNASEH2C"
"7794","AP5B1"
"7795","CFL1"
"7796","MUS81"
"7797","CTSW"
"7798","FIBP"
"7799","CCDC85B"
"7800","FOSL1"
"7801","C11orf68"
"7802","DRAP1"
"7803","SART1"
"7804","EIF1AD"
"7805","BANF1"
"7806","CST6"
"7807","CATSPER1"
"7808","SF3B2"
"7809","PACS1"
"7810","RP11-755F10.1"
"7811","KLC2"
"7812","RAB1B"
"7813","CNIH2"
"7814","YIF1A"
"7815","RIN1"
"7816","BRMS1"
"7817","B3GNT1"
"7818","RP11-867G23.8"
"7819","SLC29A2"
"7820","MRPL11"
"7821","PELI3"
"7822","CTD-3074O7.5"
"7823","DPP3"
"7824","BBS1"
"7825","ZDHHC24"
"7826","CTD-3074O7.12"
"7827","CTSF"
"7828","CCS"
"7829","RBM14"
"7830","RBM4"
"7831","RBM4B"
"7832","RP11-658F2.8"
"7833","C11orf80"
"7834","RCE1"
"7835","PC"
"7836","KDM2A"
"7837","ADRBK1"
"7838","ANKRD13D"
"7839","SSH3"
"7840","POLD4"
"7841","CLCF1"
"7842","RAD9A"
"7843","PPP1CA"
"7844","TBC1D10C"
"7845","CARNS1"
"7846","RPS6KB2"
"7847","AP003419.16"
"7848","PTPRCAP"
"7849","CORO1B"
"7850","CABP4"
"7851","TMEM134"
"7852","AIP"
"7853","PITPNM1"
"7854","CDK2AP2"
"7855","GSTP1"
"7856","NDUFV1"
"7857","NUDT8"
"7858","RP11-119D9.1"
"7859","RP5-903G2.2"
"7860","UNC93B1"
"7861","ALDH3B1"
"7862","NDUFS8"
"7863","TCIRG1"
"7864","RP11-802E16.3"
"7865","CHKA"
"7866","SUV420H1"
"7867","C11orf24"
"7868","LRP5"
"7869","PPP6R3"
"7870","MTL5"
"7871","CPT1A"
"7872","MRPL21"
"7873","IGHMBP2"
"7874","TPCN2"
"7875","MYEOV"
"7876","CCND1"
"7877","ORAOV1"
"7878","FADD"
"7879","PPFIA1"
"7880","AP000487.5"
"7881","CTTN"
"7882","DHCR7"
"7883","RP11-660L16.2"
"7884","NADSYN1"
"7885","FAM86C1"
"7886","RP11-849H4.2"
"7887","RNF121"
"7888","IL18BP"
"7889","NUMA1"
"7890","RP11-849H4.4"
"7891","LRTOMT"
"7892","LAMTOR1"
"7893","ANAPC15"
"7894","FOLR3"
"7895","FOLR2"
"7896","INPPL1"
"7897","CLPB"
"7898","PDE2A"
"7899","RP11-169D4.2"
"7900","ARAP1"
"7901","STARD10"
"7902","ATG16L2"
"7903","FCHSD2"
"7904","P2RY2"
"7905","P2RY6"
"7906","RELT"
"7907","FAM168A"
"7908","RP11-809N8.4"
"7909","PLEKHB1"
"7910","RAB6A"
"7911","MRPL48"
"7912","COA4"
"7913","PAAF1"
"7914","UCP2"
"7915","UCP3"
"7916","C2CD3"
"7917","PPME1"
"7918","P4HA3"
"7919","PGM2L1"
"7920","KCNE3"
"7921","LIPT2"
"7922","AP001372.2"
"7923","POLD3"
"7924","RNF169"
"7925","XRRA1"
"7926","SPCS2"
"7927","NEU3"
"7928","ARRB1"
"7929","RPS3"
"7930","KLHL35"
"7931","GDPD5"
"7932","SERPINH1"
"7933","DGAT2"
"7934","UVRAG"
"7935","PRKRIR"
"7936","RP11-111M22.2"
"7937","RP11-111M22.3"
"7938","C11orf30"
"7939","RP11-672A2.6"
"7940","AP001189.4"
"7941","LRRC32"
"7942","ACER3"
"7943","CAPN5"
"7944","PAK1"
"7945","CLNS1A"
"7946","AQP11"
"7947","RSF1"
"7948","AAMDC"
"7949","INTS4"
"7950","NDUFC2"
"7951","ALG8"
"7952","KCTD21-AS1"
"7953","KCTD21"
"7954","USP35"
"7955","GAB2"
"7956","RP11-452H21.4"
"7957","NARS2"
"7958","PRCP"
"7959","C11orf82"
"7960","RAB30"
"7961","RAB30-AS1"
"7962","PCF11"
"7963","RP11-727A23.11"
"7964","ANKRD42"
"7965","CCDC90B"
"7966","DLG2"
"7967","TMEM126B"
"7968","TMEM126A"
"7969","CREBZF"
"7970","SYTL2"
"7971","PICALM"
"7972","EED"
"7973","C11orf73"
"7974","ME3"
"7975","PRSS23"
"7976","TMEM135"
"7977","RAB38"
"7978","CTSC"
"7979","CHORDC1"
"7980","SLC36A4"
"7981","SMCO4"
"7982","KIAA1731"
"7983","TAF1D"
"7984","C11orf54"
"7985","MED17"
"7986","PANX1"
"7987","MRE11A"
"7988","ANKRD49"
"7989","FUT4"
"7990","CWC15"
"7991","ENDOD1"
"7992","RP11-712B9.2"
"7993","SESN3"
"7994","FAM76B"
"7995","CEP57"
"7996","MTMR2"
"7997","MAML2"
"7998","CCDC82"
"7999","JRKL"
"8000","ARHGAP42"
"8001","KIAA1377"
"8002","BIRC3"
"8003","BIRC2"
"8004","TMEM123"
"8005","RP11-315O6.1"
"8006","MMP7"
"8007","DCUN1D5"
"8008","DYNC2H1"
"8009","PDGFD"
"8010","CASP4"
"8011","CASP5"
"8012","CASP1"
"8013","CARD16"
"8014","CARD17"
"8015","MSANTD4"
"8016","KBTBD3"
"8017","AASDHPPT"
"8018","RP11-819C21.1"
"8019","CWF19L2"
"8020","ALKBH8"
"8021","SLC35F2"
"8022","RAB39A"
"8023","CUL5"
"8024","ACAT1"
"8025","NPAT"
"8026","ATM"
"8027","C11orf65"
"8028","KDELC2"
"8029","DDX10"
"8030","ZC3H12C"
"8031","RDX"
"8032","FDX1"
"8033","POU2AF1"
"8034","LAYN"
"8035","SIK2"
"8036","PPP2R1B"
"8037","ALG9"
"8038","FDXACB1"
"8039","C11orf1"
"8040","DIXDC1"
"8041","DLAT"
"8042","C11orf57"
"8043","TIMM8B"
"8044","SDHD"
"8045","IL18"
"8046","BCO2"
"8047","PTS"
"8048","NCAM1"
"8049","TTC12"
"8050","ZW10"
"8051","USP28"
"8052","HTR3A"
"8053","ZBTB16"
"8054","C11orf71"
"8055","RBM7"
"8056","REXO2"
"8057","CADM1"
"8058","LINC00900"
"8059","BUD13"
"8060","ZNF259"
"8061","APOA1"
"8062","SIK3"
"8063","PAFAH1B2"
"8064","SIDT2"
"8065","TAGLN"
"8066","PCSK7"
"8067","RNF214"
"8068","CEP164"
"8069","FXYD2"
"8070","RP11-728F11.4"
"8071","FXYD6"
"8072","TMPRSS13"
"8073","IL10RA"
