"Index","SYMBOL"
"3125","RP11-539L10.2"
"3126","S100P"
"3127","MRFAP1L1"
"3128","BLOC1S4"
"3129","KIAA0232"
"3130","TBC1D14"
"3131","CCDC96"
"3132","TADA2B"
"3133","GRPEL1"
"3134","RP11-367J11.3"
"3135","AFAP1"
"3136","ABLIM2"
"3137","SH3TC1"
"3138","ACOX3"
"3139","TRMT44"
"3140","SLC2A9"
"3141","WDR1"
"3142","ZNF518B"
"3143","HS3ST1"
"3144","RAB28"
"3145","BOD1L1"
"3146","CPEB2"
"3147","FBXL5"
"3148","FAM200B"
"3149","BST1"
"3150","CD38"
"3151","FGFBP2"
"3152","TAPT1"
"3153","TAPT1-AS1"
"3154","QDPR"
"3155","LAP3"
"3156","MED28"
"3157","FAM184B"
"3158","DCAF16"
"3159","LCORL"
"3160","PACRGL"
"3161","DHX15"
"3162","CCDC149"
"3163","SEPSECS"
"3164","PI4K2B"
"3165","ZCCHC4"
"3166","ANAPC4"
"3167","SEL1L3"
"3168","SMIM20"
"3169","RBPJ"
"3170","TBC1D19"
"3171","STIM2"
"3172","RP11-293A21.1"
"3173","ARAP2"
"3174","DTHD1"
"3175","RELL1"
"3176","PGM2"
"3177","TBC1D1"
"3178","RP11-617D20.1"
"3179","AC021860.1"
"3180","KLF3"
"3181","TLR10"
"3182","TLR1"
"3183","TLR6"
"3184","FAM114A1"
"3185","TMEM156"
"3186","KLHL5"
"3187","WDR19"
"3188","RFC1"
"3189","RPL9"
"3190","LIAS"
"3191","UGDH"
"3192","SMIM14"
"3193","RP11-539G18.2"
"3194","UBE2K"
"3195","PDS5A"
"3196","N4BP2"
"3197","RHOH"
"3198","AC195454.1"
"3199","RBM47"
"3200","NSUN7"
"3201","APBB2"
"3202","UCHL1"
"3203","TMEM33"
"3204","RP11-814H16.2"
"3205","SLC30A9"
"3206","BEND4"
"3207","ATP8A1"
"3208","GUF1"
"3209","GNPDA2"
"3210","COMMD8"
"3211","ATP10D"
"3212","NFXL1"
"3213","TXK"
"3214","TEC"
"3215","SLAIN2"
"3216","FRYL"
"3217","OCIAD1"
"3218","OCIAD2"
"3219","DCUN1D4"
"3220","SGCB"
"3221","USP46"
"3222","USP46-AS1"
"3223","SCFD2"
"3224","FIP1L1"
"3225","LNX1"
"3226","CHIC2"
"3227","KIT"
"3228","SRD5A3"
"3229","TMEM165"
"3230","CLOCK"
"3231","RP11-528I4.2"
"3232","EXOC1"
"3233","CEP135"
"3234","AASDH"
"3235","RP11-646I6.5"
"3236","PPAT"
"3237","PAICS"
"3238","SRP72"
"3239","HOPX"
"3240","SPINK2"
"3241","REST"
"3242","NOA1"
"3243","POLR2B"
"3244","IGFBP7"
"3245","CENPC"
"3246","STAP1"
"3247","UBA6"
"3248","UBA6-AS1"
"3249","YTHDC1"
"3250","SULT1B1"
"3251","IGJ"
"3252","UTP3"
"3253","RP11-46J23.1"
"3254","RUFY3"
"3255","GRSF1"
"3256","MOB1B"
"3257","DCK"
"3258","COX18"
"3259","ANKRD17"
"3260","RASSF6"
"3261","IL8"
"3262","CXCL6"
"3263","CXCL1"
"3264","PF4"
"3265","PPBP"
"3266","CXCL5"
"3267","CXCL3"
"3268","CXCL2"
"3269","MTHFD2L"
"3270","EREG"
"3271","AREG"
"3272","PARM1"
"3273","RCHY1"
"3274","THAP6"
"3275","CDKL2"
"3276","G3BP2"
"3277","USO1"
"3278","NAAA"
"3279","SDAD1"
"3280","CXCL9"
"3281","CXCL10"
"3282","CXCL11"
"3283","NUP54"
"3284","SCARB2"
"3285","SEPT11"
"3286","CCNI"
"3287","CCNG2"
"3288","CNOT6L"
"3289","MRPL1"
"3290","LINC01094"
"3291","RP11-109G23.3"
"3292","BMP2K"
"3293","PAQR3"
"3294","ANTXR2"
"3295","PRDM8"
"3296","RASGEF1B"
"3297","HNRNPD"
"3298","RP11-127B20.3"
"3299","HNRNPDL"
"3300","ENOPH1"
"3301","SCD5"
"3302","SEC31A"
"3303","THAP9-AS1"
"3304","THAP9"
"3305","LIN54"
"3306","COPS4"
"3307","PLAC8"
"3308","RP11-576N17.5"
"3309","COQ2"
"3310","HPSE"
"3311","HELQ"
"3312","MRPS18C"
"3313","FAM175A"
"3314","AGPAT9"
"3315","CDS1"
"3316","WDFY3"
"3317","ARHGAP24"
"3318","C4orf36"
"3319","AFF1"
"3320","KLHL8"
"3321","HSD17B11"
"3322","NUDT9"
"3323","SPP1"
"3324","PKD2"
"3325","ABCG2"
"3326","PPM1K"
"3327","HERC6"
"3328","HERC5"
"3329","PYURF"
"3330","HERC3"
"3331","NAP1L5"
"3332","FAM13A-AS1"
"3333","FAM13A"
"3334","TIGD2"
"3335","GPRIN3"
"3336","SNCA"
"3337","MMRN1"
"3338","CCSER1"
"3339","SMARCAD1"
"3340","HPGDS"
"3341","PDLIM5"
"3342","RP11-323J4.1"
"3343","RAP1GDS1"
"3344","TSPAN5"
"3345","EIF4E"
"3346","METAP1"
"3347","ADH5"
"3348","TRMT10A"
"3349","DAPP1"
"3350","LAMTOR3"
"3351","DNAJB14"
"3352","H2AFZ"
"3353","PPP3CA"
"3354","AP001816.1"
"3355","BANK1"
"3356","SLC39A8"
"3357","RP11-499E18.1"
"3358","AF213884.2"
"3359","NFKB1"
"3360","MANBA"
"3361","UBE2D3"
"3362","RP11-10L12.4"
"3363","CISD2"
"3364","SLC9B1"
"3365","SLC9B2"
"3366","BDH2"
"3367","CENPE"
"3368","AC004069.2"
"3369","TET2"
"3370","PPA2"
"3371","INTS12"
"3372","GSTCD"
"3373","TBCK"
"3374","AIMP1"
"3375","PAPSS1"
"3376","SGMS2"
"3377","CYP2U1"
"3378","HADH"
"3379","LEF1"
"3380","RPL34"
"3381","OSTC"
"3382","SEC24B-AS1"
"3383","SEC24B"
"3384","CCDC109B"
"3385","CASP6"
"3386","AC004067.5"
"3387","PLA2G12A"
"3388","GAR1"
"3389","ELOVL6"
"3390","C4orf32"
"3391","RP11-73K9.2"
"3392","AP1AR"
"3393","TIFA"
"3394","ALPK1"
"3395","C4orf21"
"3396","LARP7"
"3397","CAMK2D"
"3398","UGT8"
"3399","SNHG8"
"3400","METTL14"
"3401","SEC24D"
"3402","USP53"
"3403","C4orf3"
"3404","PDE5A"
"3405","MAD2L1"
"3406","RP11-679C8.2"
"3407","TNIP3"
"3408","ANXA5"
"3409","EXOSC9"
"3410","BBS7"
"3411","KIAA1109"
"3412","BBS12"
"3413","NUDT6"
"3414","SPATA5"
"3415","SPRY1"
"3416","ANKRD50"
"3417","PLK4"
"3418","MFSD8"
"3419","C4orf29"
"3420","LARP1B"
"3421","PGRMC2"
"3422","JADE1"
"3423","SCLT1"
"3424","C4orf33"
"3425","SLC7A11"
"3426","LINC00500"
"3427","ELF2"
"3428","NDUFC1"
"3429","NAA15"
"3430","RP11-83A24.2"
"3431","RAB33B"
"3432","SETD7"
"3433","MGST2"
"3434","MAML3"
"3435","SCOC"
"3436","RP11-425I13.3"
"3437","CLGN"
"3438","ELMOD2"
"3439","TBC1D9"
"3440","RP11-102N12.3"
"3441","ZNF330"
"3442","RP11-362F19.1"
"3443","IL15"
"3444","INPP4B"
"3445","USP38"
"3446","GAB1"
"3447","SMARCA5"
"3448","RP11-673E1.1"
"3449","GYPB"
"3450","ANAPC10"
"3451","ABCE1"
"3452","OTUD4"
"3453","SMAD1"
"3454","MMAA"
"3455","ZNF827"
"3456","LSM6"
"3457","SLC10A7"
"3458","TMEM184C"
"3459","PRMT10"
"3460","ARHGAP10"
"3461","NR3C2"
"3462","LRBA"
"3463","RPS3A"
"3464","SH3D19"
"3465","RP11-372K14.2"
"3466","PET112"
"3467","RP11-18H21.1"
"3468","FBXW7"
"3469","MIR4453"
"3470","TMEM154"
"3471","ARFIP1"
"3472","TRIM2"
"3473","KIAA0922"
"3474","TLR2"
"3475","RNF175"
"3476","PLRG1"
"3477","MAP9"
"3478","GUCY1A3"
"3479","GUCY1B3"
"3480","CTSO"
"3481","PDGFC"
"3482","FAM198B"
"3483","RP11-597D13.9"
"3484","TMEM144"
"3485","C4orf46"
"3486","ETFDH"
"3487","PPID"
"3488","FNIP2"
"3489","RAPGEF2"
"3490","NAF1"
"3491","TMA16"
"3492","MARCH1"
"3493","TRIM61"
"3494","FAM218A"
"3495","TMEM192"
"3496","KLHL2"
"3497","MSMO1"
"3498","DDX60"
"3499","DDX60L"
"3500","PALLD"
"3501","CBR4"
"3502","SH3RF1"
"3503","NEK1"
"3504","CLCN3"
"3505","C4orf27"
"3506","MFAP3L"
"3507","GALNT7"
"3508","HMGB2"
"3509","RP11-798M19.6"
"3510","SAP30"
"3511","FBXO8"
"3512","CEP44"
"3513","HPGD"
"3514","SPCS3"
"3515","AGA"
"3516","RP11-130F10.1"
"3517","DCTD"
"3518","WWC2"
"3519","CDKN2AIP"
"3520","RP11-367N14.2"
"3521","ING2"
"3522","RWDD4"
"3523","TRAPPC11"
"3524","IRF2"
"3525","RP11-326I11.3"
"3526","CASP3"
"3527","PRIMPOL"
"3528","CENPU"
"3529","ACSL1"
"3530","RP11-701P16.5"
"3531","SLC25A4"
"3532","KIAA1430"
"3533","SNX25"
"3534","LRP2BP"
"3535","ANKRD37"
"3536","UFSP2"
"3537","RP11-279O9.4"
"3538","TLR3"
"3539","CYP4V2"
"3540","FRG1"
"3541","CCDC127"
"3542","SDHA"
"3543","PDCD6"
"3544","AHRR"
"3545","C5orf55"
"3546","EXOC3"
"3547","CTD-2228K2.5"
"3548","CEP72"
"3549","BRD9"
"3550","TRIP13"
"3551","NKD2"
"3552","SLC12A7"
"3553","CLPTM1L"
"3554","LPCAT1"
"3555","MRPL36"
"3556","NDUFS6"
"3557","KIAA0947"
"3558","MED10"
"3559","NSUN2"
"3560","SRD5A1"
"3561","CTD-2044J15.2"
"3562","PAPD7"
"3563","MTRR"
"3564","FASTKD3"
"3565","MIR4458HG"
"3566","FAM173B"
"3567","CCT5"
"3568","CTD-2256P15.2"
"3569","MARCH6"
"3570","ROPN1L"
"3571","RP11-215G15.5"
"3572","DAP"
"3573","TRIO"
"3574","FAM105A"
"3575","CTD-2165H16.4"
"3576","FAM105B"
"3577","ANKH"
"3578","ZNF622"
"3579","FAM134B"
"3580","RP11-260E18.1"
"3581","MYO10"
"3582","BASP1"
"3583","DROSHA"
"3584","C5orf22"
"3585","GOLPH3"
"3586","CTD-2186M15.3"
"3587","MTMR12"
"3588","ZFR"
"3589","SUB1"
"3590","TARS"
"3591","AMACR"
"3592","RAI14"
"3593","CTD-2517O10.6"
"3594","RAD1"
"3595","BRIX1"
"3596","DNAJC21"
"3597","SPEF2"
"3598","IL7R"
"3599","LMBRD2"
"3600","SKP2"
"3601","NADK2"
"3602","SLC1A3"
"3603","CTD-2353F22.1"
"3604","NIPBL"
"3605","C5orf42"
"3606","NUP155"
"3607","WDR70"
"3608","RICTOR"
"3609","FYB"
"3610","AC008964.1"
"3611","DAB2"
"3612","PTGER4"
"3613","TTC33"
"3614","PRKAA1"
"3615","RPL37"
"3616","CARD6"
"3617","OXCT1"
"3618","C5orf51"
"3619","FBXO4"
"3620","CCDC152"
"3621","CTD-2201E18.5"
"3622","CTD-2035E11.3"
"3623","ANXA2R"
"3624","AC025171.1"
"3625","CTD-2035E11.5"
"3626","ZNF131"
"3627","HMGCS1"
"3628","CCL28"
"3629","C5orf28"
"3630","C5orf34"
"3631","PAIP1"
"3632","NNT-AS1"
"3633","NNT"
"3634","MRPS30"
"3635","RP11-53O19.3"
"3636","EMB"
"3637","PARP8"
"3638","ITGA1"
"3639","PELO"
"3640","ITGA2"
"3641","MOCS2"
"3642","CTD-2366F13.1"
"3643","FST"
"3644","NDUFS4"
"3645","ARL15"
"3646","SNX18"
"3647","GZMK"
"3648","GZMA"
"3649","DHX29"
"3650","SKIV2L2"
"3651","PPAP2A"
"3652","SLC38A9"
"3653","IL6ST"
"3654","CTD-2031P19.3"
"3655","ANKRD55"
"3656","MAP3K1"
"3657","SETD9"
"3658","MIER3"
"3659","GPBP1"
"3660","PLK2"
"3661","GAPT"
"3662","PDE4D"
"3663","ELOVL7"
"3664","ERCC8"
"3665","NDUFAF2"
"3666","SMIM15"
"3667","ZSWIM6"
"3668","KIF2A"
"3669","DIMT1"
"3670","IPO11"
"3671","SREK1IP1"
"3672","CWC27"
"3673","ADAMTS6"
"3674","CENPK"
"3675","PPWD1"
"3676","TRIM23"
"3677","TRAPPC13"
"3678","CTC-534A2.2"
"3679","SGTB"
"3680","NLN"
"3681","ERBB2IP"
"3682","SREK1"
"3683","MAST4"
"3684","CTD-2306M10.1"
"3685","CD180"
"3686","PIK3R1"
"3687","SLC30A5"
"3688","CCNB1"
"3689","CENPH"
"3690","MRPS36"
"3691","CDK7"
"3692","CCDC125"
"3693","TAF9"
"3694","RAD17"
"3695","MARVELD2"
"3696","GTF2H2C"
"3697","SMN2"
"3698","SMN1"
"3699","NAIP"
"3700","GTF2H2"
"3701","BDP1"
"3702","MCCC2"
"3703","MRPS27"
"3704","PTCD2"
"3705","ZNF366"
"3706","TNPO1"
"3707","FCHO2"
"3708","RP11-79P5.9"
"3709","BTF3"
"3710","ANKRA2"
"3711","UTP15"
"3712","ARHGEF28"
"3713","ENC1"
"3714","HEXB"
"3715","GFM2"
"3716","NSA2"
"3717","FAM169A"
"3718","GCNT4"
"3719","RP11-229C3.2"
"3720","HMGCR"
"3721","COL4A3BP"
"3722","POLK"
"3723","CTC-366B18.2"
"3724","POC5"
"3725","IQGAP2"
"3726","F2R"
"3727","F2RL1"
"3728","S100Z"
"3729","CRHBP"
"3730","AGGF1"
"3731","ZBED3"
"3732","WDR41"
"3733","TBCA"
"3734","AP3B1"
"3735","CTD-2037K23.2"
"3736","SCAMP1"
"3737","LHFPL2"
"3738","ARSB"
"3739","DMGDH"
"3740","JMY"
"3741","HOMER1"
"3742","PAPD4"
"3743","MTX3"
"3744","SERINC5"
"3745","ZFYVE16"
"3746","CTD-2015H6.3"
"3747","FAM151B"
"3748","DHFR"
"3749","MSH3"
"3750","RASGRF2"
"3751","CKMT2-AS1"
"3752","ZCCHC9"
"3753","SSBP2"
"3754","ATG10"
"3755","RPS23"
"3756","ATP6AP1L"
"3757","TMEM167A"
"3758","XRCC4"
"3759","VCAN"
"3760","COX7C"
"3761","RASA1"
"3762","CTC-428H11.2"
"3763","CCNH"
"3764","TMEM161B"
"3765","TMEM161B-AS1"
"3766","MEF2C"
"3767","MEF2C-AS1"
"3768","CETN3"
"3769","MBLAC2"
"3770","POLR3G"
"3771","LYSMD3"
"3772","LUCAT1"
"3773","ARRDC3"
"3774","FAM172A"
"3775","POU5F2"
"3776","KIAA0825"
"3777","ANKRD32"
"3778","MCTP1"
"3779","FAM81B"
"3780","TTC37"
"3781","ARSK"
"3782","GPR150"
"3783","RFESD"
"3784","RHOBTB3"
"3785","GLRX"
"3786","ELL2"
"3787","CAST"
"3788","ERAP1"
"3789","CTD-2260A17.1"
"3790","CTD-2260A17.2"
"3791","ERAP2"
"3792","LNPEP"
"3793","RIOK2"
"3794","RGMB"
"3795","CHD1"
"3796","CTD-2007H13.3"
"3797","FAM174A"
"3798","ST8SIA4"
"3799","PAM"
"3800","GIN1"
"3801","PPIP5K2"
"3802","C5orf30"
"3803","NUDT12"
"3804","EFNA5"
"3805","FBXL17"
"3806","FER"
"3807","CTD-2587M2.1"
"3808","PJA2"
"3809","CTC-332L22.1"
"3810","MAN2A1"
"3811","SLC25A46"
"3812","TSLP"
"3813","WDR36"
"3814","CAMK4"
"3815","STARD4"
"3816","STARD4-AS1"
"3817","NREP"
"3818","EPB41L4A"
"3819","EPB41L4A-AS1"
"3820","APC"
"3821","CTC-487M23.8"
"3822","SRP19"
"3823","REEP5"
"3824","ZRSR1"
"3825","DCP2"
"3826","MCC"
"3827","YTHDC2"
"3828","TRIM36"
"3829","CTC-428G20.3"
"3830","PGGT1B"
"3831","CTC-428G20.6"
"3832","CCDC112"
"3833","FEM1C"
"3834","TICAM2"
"3835","AC010226.4"
"3836","TMED7"
"3837","CDO1"
"3838","ATG12"
"3839","AP3S1"
"3840","ARL14EPL"
"3841","CTD-2287O16.5"
"3842","COMMD10"
"3843","DTWD2"
"3844","DMXL1"
"3845","TNFAIP8"
"3846","HSD17B4"
"3847","PRR16"
"3848","SRFBP1"
"3849","RP11-166A12.1"
"3850","SNX2"
"3851","SNX24"
"3852","CEP120"
"3853","CSNK1G3"
"3854","GRAMD3"
"3855","ALDH7A1"
"3856","PHAX"
"3857","LMNB1"
"3858","MARCH3"
"3859","C5orf63"
"3860","PRRC1"
"3861","CTC-228N24.3"
"3862","SLC12A2"
"3863","ISOC1"
"3864","HINT1"
"3865","LYRM7"
"3866","CDC42SE2"
"3867","RAPGEF6"
"3868","FNIP1"
"3869","ACSL6"
"3870","CSF2"
"3871","P4HA2"
"3872","PDLIM4"
"3873","SLC22A4"
"3874","SLC22A5"
"3875","C5orf56"
"3876","AC116366.6"
"3877","IRF1"
"3878","RAD50"
"3879","KIF3A"
"3880","CCNI2"
"3881","SEPT8"
"3882","SHROOM1"
"3883","UQCRQ"
"3884","LEAP2"
"3885","AFF4"
"3886","ZCCHC10"
"3887","HSPA4"
"3888","C5orf15"
"3889","VDAC1"
"3890","CTB-113I20.2"
"3891","TCF7"
"3892","SKP1"
"3893","PPP2CA"
"3894","CDKL3"
"3895","UBE2B"
"3896","RP11-215P8.3"
"3897","CDKN2AIPNL"
"3898","JADE2"
"3899","SAR1B"
"3900","SEC24A"
"3901","CAMLG"
"3902","DDX46"
"3903","C5orf24"
"3904","TXNDC15"
"3905","PCBD2"
"3906","H2AFY"
"3907","TIFAB"
"3908","TGFBI"
"3909","SMAD5"
"3910","KLHL3"
"3911","HNRNPA0"
"3912","RP11-381K20.2"
"3913","FAM13B"
"3914","BRD8"
"3915","CDC23"
"3916","FAM53C"
"3917","KDM3B"
"3918","EGR1"
"3919","ETF1"
"3920","HSPA9"
"3921","CTNNA1"
"3922","SIL1"
"3923","MATR3"
"3924","PAIP2"
"3925","CTB-43P18.1"
"3926","MZB1"
"3927","SPATA24"
"3928","DNAJC18"
"3929","TMEM173"
"3930","UBE2D2"
"3931","CXXC5"
"3932","NRG2"
"3933","LINC01024"
"3934","PURA"
"3935","IGIP"
"3936","CYSTM1"
"3937","PFDN1"
"3938","HBEGF"
"3939","ANKHD1"
"3940","SRA1"
"3941","APBB3"
"3942","SLC35A4"
"3943","CD14"
"3944","NDUFA2"
"3945","TMCO6"
"3946","IK"
"3947","WDR55"
"3948","DND1"
"3949","HARS"
"3950","HARS2"
"3951","ZMAT2"
"3952","TAF7"
"3953","DIAPH1"
"3954","HDAC3"
"3955","RELL2"
"3956","FCHSD1"
"3957","ARAP3"
"3958","KIAA0141"
"3959","PCDH12"
"3960","RNF14"
"3961","GNPDA1"
"3962","NDFIP1"
"3963","ARHGAP26"
"3964","NR3C1"
"3965","YIPF5"
"3966","PRELID2"
"3967","LARS"
"3968","RBM27"
"3969","TCERG1"
"3970","PPP2R2B"
"3971","DPYSL3"
"3972","JAKMIP2"
"3973","SPINK1"
"3974","FBXO38"
"3975","CTD-2283N19.1"
"3976","ADRB2"
"3977","GRPEL2"
"3978","PCYOX1L"
"3979","CSNK1A1"
"3980","ARHGEF37"
"3981","PPARGC1B"
"3982","SLC26A2"
"3983","TIGD6"
"3984","HMGXB3"
"3985","CSF1R"
"3986","PDGFRB"
"3987","TCOF1"
"3988","CD74"
"3989","RPS14"
"3990","NDST1"
"3991","RBM22"
"3992","DCTN4"
"3993","IRGM"
"3994","ZNF300"
"3995","GPX3"
"3996","TNIP1"
"3997","ANXA6"
"3998","CCDC69"
"3999","GM2A"
"4000","SLC36A1"
"4001","SPARC"
"4002","ATOX1"
"4003","G3BP1"
"4004","FAM114A2"
"4005","MFAP3"
"4006","GALNT10"
"4007","SAP30L"
"4008","LARP1"
"4009","FAXDC2"
"4010","CNOT8"
"4011","GEMIN5"
"4012","MRPL22"
"4013","TIMD4"
"4014","HAVCR2"
"4015","MED7"
"4016","ITK"
"4017","CYFIP2"
"4018","ADAM19"
"4019","THG1L"
"4020","CLINT1"
"4021","EBF1"
"4022","RNF145"
"4023","UBLCP1"
"4024","TTC1"
"4025","PWWP2A"
"4026","CCNJL"
"4027","SLU7"
"4028","PTTG1"
"4029","MIR146A"
"4030","CCNG1"
"4031","NUDCD2"
"4032","HMMR"
"4033","MAT2B"
"4034","RARS"
"4035","PANK3"
"4036","SPDL1"
"4037","DOCK2"
"4038","LCP2"
"4039","CTB-114C7.4"
"4040","KCNMB1"
"4041","NPM1"
"4042","FBXW11"
"4043","STK10"
"4044","UBTD2"
"4045","DUSP1"
"4046","ERGIC1"
"4047","RPL26L1"
"4048","ATP6V0E1"
"4049","CREBRF"
"4050","BNIP1"
"4051","BOD1"
"4052","CPEB4"
"4053","SFXN1"
"4054","HRH2"
"4055","THOC3"
"4056","FAM153B"
"4057","SIMC1"
"4058","KIAA1191"
"4059","ARL10"
"4060","NOP16"
"4061","HIGD2A"
"4062","CLTB"
"4063","FAF2"
"4064","RNF44"
"4065","TSPAN17"
"4066","HK3"
"4067","UIMC1"
"4068","ZNF346"
"4069","NSD1"
"4070","RAB24"
"4071","MXD3"
"4072","PRELID1"
"4073","LMAN2"
"4074","RGS14"
"4075","F12"
"4076","GRK6"
"4077","PRR7-AS1"
"4078","PRR7"
"4079","DBN1"
"4080","PDLIM7"
"4081","DOK3"
"4082","DDX41"
"4083","FAM193B"
"4084","RP11-1277A3.3"
"4085","TMED9"
"4086","B4GALT7"
"4087","FAM153A"
"4088","N4BP3"
"4089","RMND5B"
"4090","NHP2"
"4091","HNRNPAB"
"4092","PHYKPL"
"4093","COL23A1"
"4094","CLK4"
"4095","ZNF354A"
"4096","ZNF354B"
"4097","ZNF879"
"4098","ZNF354C"
"4099","RUFY1"
"4100","HNRNPH1"
"4101","CANX"
"4102","MAML1"
"4103","LTC4S"
"4104","MGAT4B"
"4105","SQSTM1"
"4106","C5orf45"
"4107","CTC-241N9.1"
"4108","TBC1D9B"
"4109","RNF130"
"4110","MAPK9"
"4111","CTB-129O4.1"
"4112","CNOT6"
"4113","SCGB3A1"
"4114","MGAT1"
"4115","LINC00847"
"4116","ZFP62"
"4117","CTC-338M12.5"
"4118","TRIM7"
"4119","TRIM41"
"4120","GNB2L1"
"4121","CTC-338M12.4"
"4122","TRIM52"
"4123","TRIM52-AS1"
"4124","DUSP22"
"4125","IRF4"
"4126","EXOC2"
"4127","HUS1B"
"4128","RP11-532F6.3"
"4129","GMDS"
"4130","GMDS-AS1"
"4131","WRNIP1"
"4132","SERPINB1"
"4133","RP11-420G6.4"
"4134","SERPINB9"
"4135","SERPINB6"
"4136","LINC01011"
"4137","NQO2"
"4138","RP1-90J20.8"
"4139","RP1-90J20.12"
"4140","RIPK1"
"4141","RP1-40E16.12"
"4142","BPHL"
"4143","TUBB2A"
"4144","PSMG4"
"4145","PXDC1"
"4146","FAM50B"
"4147","PRPF4B"
"4148","ECI2"
"4149","CDYL"
"4150","RPP40"
"4151","RP11-428J1.5"
"4152","LYRM4"
"4153","FARS2"
"4154","NRN1"
"4155","F13A1"
"4156","LY86"
"4157","RREB1"
"4158","SSR1"
"4159","RIOK1"
"4160","SNRNP48"
"4161","BMP6"
"4162","BLOC1S5"
"4163","EEF1E1"
"4164","SLC35B3"
"4165","GCNT2"
"4166","C6orf52"
"4167","PAK1IP1"
"4168","TMEM14C"
"4169","RP11-421M1.8"
"4170","TMEM14B"
"4171","MAK"
"4172","SMIM13"
"4173","NEDD9"
"4174","TMEM170B"
"4175","ADTRP"
"4176","HIVEP1"
"4177","EDN1"
"4178","PHACTR1"
"4179","RP1-257A7.4"
"4180","TBC1D7"
"4181","RP1-257A7.5"
"4182","GFOD1"
"4183","SIRT5"
"4184","RP1-223E5.4"
"4185","NOL7"
"4186","RANBP9"
"4187","MCUR1"
"4188","CD83"
"4189","RP11-560J1.2"
"4190","JARID2"
"4191","DTNBP1"
"4192","MYLIP"
"4193","GMPR"
"4194","ATXN1"
"4195","RP1-151F17.2"
"4196","FAM8A1"
"4197","NUP153"
"4198","RP11-500C11.3"
"4199","KIF13A"
"4200","NHLRC1"
"4201","TPMT"
"4202","KDM1B"
"4203","DEK"
"4204","RNF144B"
"4205","MBOAT1"
"4206","E2F3"
"4207","CDKAL1"
"4208","SOX4"
"4209","CASC15"
"4210","MRS2"
"4211","ALDH5A1"
"4212","TDP2"
"4213","ACOT13"
"4214","C6orf62"
"4215","RP3-369A17.4"
"4216","GMNN"
"4217","C6orf229"
"4218","FAM65B"
"4219","RP11-367G6.3"
"4220","LRRC16A"
"4221","TRIM38"
"4222","U91328.20"
"4223","U91328.19"
"4224","HIST1H3A"
"4225","HIST1H1C"
"4226","HIST1H4C"
"4227","HIST1H2BC"
"4228","HIST1H2AC"
"4229","HIST1H1E"
"4230","HIST1H2BD"
"4231","HIST1H4D"
"4232","HIST1H3D"
"4233","HIST1H2BF"
"4234","HIST1H4E"
"4235","HIST1H2BG"
"4236","HIST1H2AE"
"4237","HIST1H1D"
"4238","HIST1H2BH"
"4239","HIST1H4H"
"4240","BTN3A2"
"4241","BTN2A2"
"4242","BTN3A1"
"4243","BTN3A3"
"4244","BTN2A1"
"4245","HCG11"
"4246","CTA-14H9.5"
"4247","HMGN4"
"4248","ABT1"
"4249","ZNF322"
"4250","HIST1H2BJ"
"4251","HIST1H2AG"
"4252","HIST1H2BK"
"4253","HIST1H4I"
"4254","PRSS16"
"4255","ZNF391"
"4256","ZNF184"
"4257","HIST1H2AI"
"4258","HIST1H4J"
"4259","HIST1H4K"
"4260","HIST1H2BN"
"4261","HIST1H2AL"
"4262","HIST1H1B"
"4263","HIST1H2AM"
"4264","RP1-313I6.12"
"4265","ZNF165"
"4266","ZSCAN16-AS1"
"4267","ZSCAN16"
"4268","ZKSCAN8"
"4269","ZSCAN9"
"4270","ZKSCAN4"
"4271","NKAPL"
"4272","ZSCAN31"
"4273","ZKSCAN3"
"4274","ZSCAN12"
"4275","TRIM27"
"4276","GABBR1"
"4277","HLA-F"
"4278","HLA-G"
"4279","HLA-A"
"4280","ZNRD1-AS1"
"4281","ZNRD1"
"4282","PPP1R11"
"4283","TRIM26"
"4284","HCG18"
"4285","TRIM39"
"4286","RPP21"
"4287","HLA-E"
"4288","GNL1"
"4289","PRR3"
"4290","ABCF1"
"4291","PPP1R10"
"4292","MRPS18B"
"4293","ATAT1"
"4294","C6orf136"
"4295","DHX16"
"4296","PPP1R18"
"4297","NRM"
"4298","MDC1"
"4299","TUBB"
"4300","XXbac-BPG252P9.9"
"4301","FLOT1"
"4302","XXbac-BPG252P9.10"
"4303","IER3"
"4304","HCG20"
"4305","DDR1"
"4306","VARS2"
"4307","CCHCR1"
"4308","TCF19"
"4309","XXbac-BPG299F13.17"
"4310","HLA-C"
"4311","HLA-B"
"4312","XXbac-BPG181B23.7"
"4313","MICA"
"4314","MICB"
"4315","DDX39B"
"4316","ATP6V1G2"
"4317","NFKBIL1"
"4318","LTA"
"4319","TNF"
"4320","LTB"
"4321","LST1"
"4322","NCR3"
"4323","AIF1"
"4324","PRRC2A"
"4325","BAG6"
"4326","APOM"
"4327","C6orf47"
"4328","GPANK1"
"4329","CSNK2B"
"4330","LY6G5B"
"4331","LY6G5C"
"4332","ABHD16A"
"4333","C6orf25"
"4334","DDAH2"
"4335","CLIC1"
"4336","VARS"
"4337","LSM2"
"4338","HSPA1L"
"4339","HSPA1A"
"4340","HSPA1B"
"4341","C6orf48"
"4342","NEU1"
"4343","EHMT2"
"4344","C2"
"4345","NELFE"
"4346","SKIV2L"
"4347","DXO"
"4348","STK19"
"4349","ATF6B"
"4350","FKBPL"
"4351","PRRT1"
"4352","AGPAT1"
"4353","RNF5"
"4354","AGER"
